西湖, 101平米 ,30人关注 ,440,雅仕苑三房 全明户型 采光好 送阁楼送储藏室 免双税,雅仕苑 ,https://hz.lianjia.com/ershoufang/103101833127.html,单价43565元/平米, 2个月以前发布, 3室2厅 , 共50次带看 
西湖, 108.08平米 ,68人关注 ,430,金成花园  优质好房 楼层好  采光好  户型好 诚心出售,金成花园 ,https://hz.lianjia.com/ershoufang/103101914508.html,单价39786元/平米, 1个月以前发布, 3室2厅 , 共55次带看 
西湖, 75.19平米 ,65人关注 ,380,文三十三中 中间楼层 低于市场单价5000！欲购从速！！,武林门新村 ,https://hz.lianjia.com/ershoufang/103101875348.html,单价50539元/平米, 1个月以前发布, 3室1厅 , 共31次带看 
西湖, 50.4平米 ,64人关注 ,223,清爽装修 看房方便 翠苑三区不错的两居室卖点挺多的,翠苑三区 ,https://hz.lianjia.com/ershoufang/103101925271.html,单价44247元/平米, 1个月以前发布, 2室1厅 , 共49次带看 
西湖, 54.28平米 ,41人关注 ,235,南北通透，户型方正，装修可拎包入住，无遮挡视野好,翠苑四区 ,https://hz.lianjia.com/ershoufang/103101920464.html,单价43295元/平米, 1个月以前发布, 2室1厅 , 共33次带看 
西湖, 91.37平米 ,11人关注 ,350,金田花园 3室2厅 350万,金田花园 ,https://hz.lianjia.com/ershoufang/103101963272.html,单价38306元/平米, 26天以前发布, 3室2厅 , 共20次带看 
西湖, 176平米 ,22人关注 ,900,行知十三中 四房朝南 视野好  自住精装 地铁600米,耀江文萃苑 ,https://hz.lianjia.com/ershoufang/103101763281.html,单价51137元/平米, 3个月以前发布, 4室2厅 , 共19次带看 
西湖, 119.8平米 ,45人关注 ,510,港湾家园 两房可改三房 朝南户型 不临街,港湾家园 ,https://hz.lianjia.com/ershoufang/103100751340.html,单价42571元/平米, 一年前发布, 2室2厅 , 共86次带看 
西湖, 192.5平米 ,10人关注 ,910,万科蝶园，精装大跃层；满五唯一不占户口，价格带车位,西溪蝶园一期 ,https://hz.lianjia.com/ershoufang/103101974582.html,单价47273元/平米, 22天以前发布, 4室2厅 , 共2次带看 
西湖, 104.01平米 ,76人关注 ,370,飞机户型  南北通透  两房朝南  不沿街,金田花园 ,https://hz.lianjia.com/ershoufang/103101739956.html,单价35574元/平米, 3个月以前发布, 3室2厅 , 共63次带看 
西湖, 126.57平米 ,13人关注 ,838,耀江文鼎苑 没有双税，中间楼层,耀江文鼎苑 ,https://hz.lianjia.com/ershoufang/103101824221.html,单价66209元/平米, 2个月以前发布, 3室2厅 , 共28次带看 
西湖, 215.46平米 ,122人关注 ,700,复式5居室 开发商精装修 带2个大阳台 满五唯一 东边套,坤和和家园 ,https://hz.lianjia.com/ershoufang/103101625311.html,单价32489元/平米, 4个月以前发布, 5室2厅 , 共28次带看 
西湖, 107.83平米 ,7人关注 ,540,此房满五唯一，视野开阔，配套设施齐全,花园北村 ,https://hz.lianjia.com/ershoufang/103101961620.html,单价50079元/平米, 26天以前发布, 4室1厅 , 共9次带看 
西湖, 79.57平米 ,24人关注 ,275,明月公寓 业主诚心出售 看房随时 清爽装修 免双税,明月公寓 ,https://hz.lianjia.com/ershoufang/103101992646.html,单价34561元/平米, 16天以前发布, 2室2厅 , 共14次带看 
西湖, 87.13平米 ,10人关注 ,650,文鼎苑精装修两房，学籍不占，拎包入住,耀江文鼎苑 ,https://hz.lianjia.com/ershoufang/103102015537.html,单价74602元/平米, 7天以前发布, 2室1厅 , 共1次带看 
西湖, 90.32平米 ,9人关注 ,390,房子满五年没有综合税  精装修，拎包入住,府苑新村 ,https://hz.lianjia.com/ershoufang/103102015735.html,单价43180元/平米, 7天以前发布, 2室1厅 , 共1次带看 
西湖, 103.35平米 ,3人关注 ,480,总价低，不沿马路，诚心卖，随时签约,政苑小区 ,https://hz.lianjia.com/ershoufang/103102022101.html,单价46445元/平米, 5天以前发布, 3室2厅 , 共1次带看 
西湖, 55.74平米 ,3人关注 ,240,小两房，中间楼层，免双税 ，采光好，靠谱在售,翠苑二区 ,https://hz.lianjia.com/ershoufang/103101939711.html,单价43058元/平米, 1个月以前发布, 2室1厅 , 共23次带看 
西湖, 53.87平米 ,19人关注 ,300,石灰桥新村 不占学籍 南北通透 交通便利,石灰桥新村 ,https://hz.lianjia.com/ershoufang/103101712700.html,单价55690元/平米, 3个月以前发布, 2室1厅 , 共32次带看 
西湖, 92平米 ,19人关注 ,480,新金都城市花园，2间朝南小户型，主卧通阳，采光好,新金都城市花园 ,https://hz.lianjia.com/ershoufang/103101721690.html,单价52174元/平米, 3个月以前发布, 2室1厅 , 共30次带看 
西湖, 65.82平米 ,37人关注 ,410,户型正气，98年房龄新，靠地铁出行方便,邮电新村 ,https://hz.lianjia.com/ershoufang/103101802844.html,单价62292元/平米, 2个月以前发布, 3室1厅 , 共30次带看 
西湖, 113.86平米 ,125人关注 ,490,嘉绿名苑 东区 十二楼 两房朝南 带阳台 一房朝北 厅北,嘉绿名苑 ,https://hz.lianjia.com/ershoufang/103101329161.html,单价43036元/平米, 7个月以前发布, 3室2厅 , 共67次带看 
西湖, 101.46平米 ,6人关注 ,780,学军大三房，可拎包入住，好楼层，业主诚心卖,马塍路32号 ,https://hz.lianjia.com/ershoufang/103101980187.html,单价76878元/平米, 20天以前发布, 3室2厅 , 共2次带看 
西湖, 41.27平米 ,71人关注 ,155,翠苑四区 1室1厅 155万,翠苑四区 ,https://hz.lianjia.com/ershoufang/103101861112.html,单价37558元/平米, 1个月以前发布, 1室1厅 , 共48次带看 
西湖, 121平米 ,4人关注 ,550,大三房、西边套、成熟社区，270度采光！！！,恩济花苑 ,https://hz.lianjia.com/ershoufang/103101959891.html,单价45455元/平米, 27天以前发布, 3室2厅 , 共19次带看 
西湖, 61.36平米 ,25人关注 ,310,拎包入住，采光好，精装修，拎包入住，诚心出售。,胜利新村 ,https://hz.lianjia.com/ershoufang/103101612923.html,单价50522元/平米, 4个月以前发布, 2室1厅 , 共61次带看 
西湖, 159.94平米 ,1人关注 ,576,兰韵天城次新房  装修清爽，好房子,兰韵天城 ,https://hz.lianjia.com/ershoufang/103101986682.html,单价36014元/平米, 18天以前发布, 4室2厅 , 共0次带看 
